ID,Q_0.1_1,Q_0.1_2,Q_0.2_0,Q_0.3_1,Q_0.3_2,Q_0.3_3,Q_0.3_4,Q_0.4_0,Q_0.5_1,Q_0.5_2,Q_0.5_3,Q_0.5_4,Q_0.6_1,Q_1.0_0,Q_1.11_1,Q_1.11_2,Q_1.12_0,Q_1.13_0,Q_1.14_0,Q_1.15_0,Q_1.1_0,Q_1.6_0,Q_1.7_1,Q_1.7_2,Q_1.8_0,Q_1.9_0,Q_4.0_0,Q_4.11_0,Q_4.11a_1,Q_4.11a_2,Q_4.11a_3,Q_4.11b_1,Q_4.11b_2,Q_4.13_0,Q_4.1_1,Q_4.1_2,Q_4.2_1,Q_4.2_2,Q_4.2_3,Q_4.3_1,Q_4.3_2,Q_4.3a_0,Q_4.4_0
60599,2,1,0,1,1,11,1,1,10,16,10,50,3,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
60603,2,1,,1,1,0,1,1,12,16,12,25,6,1,,,,,,,1,,,,,,1,3,,,,5,0,1,0,0,2,1,0,7,0,,1
60621,1,1,,1,1,11,1,1,14,19,15,30,0,1,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
60633,2,1,0,1,1,0,0,0,15,18,15,19,0,2,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
60638,2,1,0,1,1,12,1,0,12,16,12,20,8,1,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
60656,2,1,0,1,1,11,1,1,10,17,10,20,2,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,3,0,1,1,0,0,3
60898,2,1,,1,1,11,1,1,14,17,14,30,6,1,0,0,0,0,0,,1,,,,0,0,3,,,,,,,,,,,,,,,,
60906,2,1,,1,1,12,1,1,5,217,0,0,4,1,,,,,,,2,,,,,,1,1,0,0,1,,,2,0,0,2,1,0,5,1,,1
61427,2,1,0,1,1,2,1,1,13,19,0,0,6,0,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,3,0,1,1,1,1,3
61467,2,1,0,1,1,6,1,1,12,15,12,19,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
61753,1,1,,1,1,12,1,1,14,18,14,19,8,1,,,,,,,1,,,,,,1,4,,,,4,0,2,0,0,1,0,0,5,0,,5
61790,2,1,0,1,1,1,1,1,10,19,11,40,9,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,4,1,,1
61876,2,1,0,1,1,0,1,1,13,16,13,20,8,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
62791,2,1,0,1,1,0,1,1,12,11,12,20,4,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
62817,2,1,0,1,1,12,1,1,11,18,0,0,3,1,,,,,,,1,,,,,,1,4,,,,4,0,2,0,0,1,0,0,4,0,,4
62855,2,1,0,1,1,12,1,1,11,15,11,20,5,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,1,3
62864,2,1,,1,1,0,1,1,12,16,0,0,0,3,,,,,,,1,,,,,,1,0,,,,,,0,0,0,0,0,0,0,0,,0
62868,2,1,0,1,1,3,1,0,14,18,0,0,10,2,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
63543,2,1,0,1,1,11,1,1,11,16,11,25,5,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,1,0,5,1,,2
63562,2,1,0,1,1,12,1,1,12,17,12,20,5,1,,,,,,,1,,,,,,1,3,,,,1,0,2,0,0,1,0,0,1,0,2,2
63615,2,0,0,1,1,0,1,0,11,17,11,25,0,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,3,0,0,0,0,,1
63616,2,1,0,1,1,12,1,1,11,17,11,20,3,1,,,,,,,1,,,,,,1,1,0,0,0,,,1,0,0,1,0,0,3,0,,2
63862,2,1,,1,1,12,1,1,10,17,0,0,3,2,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,1,4,0,,3
63919,2,1,0,1,1,0,1,1,11,17,0,0,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
63941,8,1,,1,1,11,1,1,15,14,15,19,15,1,,,,,,,1,,,,,,1,0,,,,,,2,0,0,0,0,0,4,0,,1
63999,2,1,0,1,1,0,1,0,12,17,0,0,0,1,,,,,,,1,,,,,,1,0,,,,,,1,0,0,1,0,0,1,0,2,2
64014,2,1,0,1,1,12,1,1,12,18,12,50,4,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,1,0,2,2
68290,1,1,0,1,1,11,1,1,13,18,13,36,7,1,,,,,,,1,,,,,,1,1,0,0,0,,,0,0,0,1,0,0,1,1,1,3
68296,2,0,0,1,1,11,1,1,12,18,12,36,5,0,0,0,0,0,0,,1,,,,0,0,1,5,,,,,,0,0,0,1,0,0,1,0,1,1
68337,7,1,,1,1,9,1,1,15,17,0,0,6,1,,,,,,,1,,,,,,1,1,0,0,0,,,1,0,0,1,0,0,1,0,1,1
68373,7,1,,1,1,12,1,1,11,18,0,0,5,5,,,,,,,5,,,,,,2,,,,,,,,0,0,1,0,0,4,0,,6
68378,2,1,0,1,1,1,1,1,14,15,14,21,4,1,,,,,,,1,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
68383,2,1,,1,1,1,1,1,12,16,12,0,13,1,,,,,,,1,,,,,,1,0,,,,,,1,0,0,0,0,0,5,0,,1
68385,2,1,0,1,1,7,1,1,12,10,13,19,7,1,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
69822,2,1,0,1,1,11,1,1,12,18,12,30,8,0,,,,,,,1,,,,,,1,4,,,,6,1,3,0,0,1,1,0,5,1,,4
69823,2,1,,1,1,11,1,1,11,18,11,28,3,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
69824,2,1,,1,1,12,1,1,11,18,11,30,8,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,5,1,,6
69834,2,1,0,1,1,12,1,1,11,10,11,30,10,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
69840,7,1,0,1,1,12,1,1,12,10,12,19,17,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
69848,2,1,0,1,1,5,1,1,13,10,13,22,8,1,,,,,,,1,,,,,,1,3,,,,3,1,2,0,0,1,1,1,1,0,1,1
69850,2,1,0,1,1,12,0,1,7,218,7,0,4,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
69968,2,1,0,1,1,12,1,1,12,17,12,20,6,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
69985,2,1,,1,1,0,1,1,10,17,0,0,10,1,,,,,,,0,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
69995,2,1,,1,1,6,1,1,10,18,10,25,5,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,4,0,,2
69999,2,1,0,1,1,10,1,1,11,18,11,30,4,1,,,,,,,3,,,,,,1,4,,,,0,0,2,0,0,1,0,0,4,0,,1
70005,2,0,0,1,1,0,1,1,11,19,11,20,8,2,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
70017,2,1,,1,1,0,1,1,13,17,13,20,8,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,3,0,,5
73240,1,1,0,1,1,0,1,0,13,15,0,0,0,1,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
73252,1,1,0,1,1,2,1,1,13,17,13,27,6,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
73293,2,1,,1,1,0,1,1,7,10,7,20,2,0,,,,,,,5,,,,,,0,,,,,,,,,,,,,,,,
73295,2,1,0,1,1,4,1,1,11,10,11,20,5,3,,,,,,,3,,,,,,1,3,,,,2,1,2,0,0,1,0,0,6,1,,1
73301,2,1,,1,1,4,1,1,10,17,10,22,2,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
73302,2,1,,1,1,12,1,1,9,18,9,19,3,2,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,
73365,2,1,0,1,1,12,1,1,10,17,0,0,5,1,,,,,,,1,,,,,,1,4,,,,0,0,2,0,0,1,0,0,4,0,,4
73413,2,1,0,1,1,12,1,1,14,18,14,20,5,1,,,,,,,1,,,,,,1,2,,,,,,1,0,0,3,1,1,3,1,,2
73530,2,1,0,1,1,3,1,1,11,10,11,20,4,3,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,6,1,,1
73637,1,1,0,1,1,12,1,1,13,16,13,20,9,3,0,0,0,0,1,,1,,,,0,0,1,2,,,,,,2,0,0,1,0,0,1,0,1,3
73645,2,1,0,1,1,6,1,1,13,16,0,0,7,1,0,0,0,0,0,,1,,,,0,0,1,1,1,1,1,,,2,0,0,1,0,0,1,0,1,3
73648,2,1,0,1,1,12,1,1,9,10,9,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73650,2,1,0,1,1,12,1,1,10,10,0,0,6,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,2
73652,2,1,0,1,1,12,1,1,8,10,8,30,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
73663,2,1,0,1,1,12,1,1,9,14,9,30,6,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73665,2,1,0,1,1,12,1,1,8,10,9,30,6,2,,,,,,,1,,,,,,1,4,,,,0,1,2,0,0,1,1,1,1,1,2,3
73666,8,1,0,1,1,1,1,1,15,17,0,0,9,1,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,1,1,4,0,,3
73668,2,1,0,1,1,12,1,1,9,10,10,30,7,5,,,,,,,1,,,,,,1,1,1,1,0,,,2,0,0,1,1,1,1,1,2,3
73671,2,1,0,1,1,12,1,1,13,10,13,30,6,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73676,2,1,0,1,1,0,1,1,13,16,0,0,8,1,4,4,1,1,2,,1,,,,0,1,3,,,,,,,,,,,,,,,,
73678,2,1,0,1,1,0,0,1,9,10,0,0,6,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,3
73679,2,1,0,1,1,12,1,1,9,14,0,0,4,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,2
73680,2,1,0,1,1,12,1,1,10,10,0,0,5,0,,,,,,,1,,,,,,1,4,,,,0,0,0,0,0,1,0,0,1,0,2,2
73684,2,1,0,1,1,0,0,1,10,10,0,0,9,0,,,,,,,5,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73686,2,1,0,1,1,12,1,1,7,10,0,0,5,3,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,3
73690,2,1,0,1,1,12,1,1,10,10,10,30,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73693,2,1,0,1,1,12,1,1,13,10,0,0,10,5,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,3
73694,2,1,0,1,1,12,1,1,11,14,11,30,9,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
73695,2,1,0,1,1,0,0,1,7,10,0,0,3,0,,,,,,,1,,,,,,1,1,1,1,0,,,0,0,0,1,0,0,1,0,2,2
73701,2,1,0,1,1,12,1,1,8,10,0,0,5,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
73706,2,1,0,1,1,12,1,1,12,17,12,20,4,3,,,,,,,1,,,,,,1,4,,,,2,0,2,0,0,1,0,0,0,0,,1
73707,2,1,0,1,1,12,1,1,10,10,10,30,7,5,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,1,1,2,3
73709,2,1,0,1,1,12,1,1,8,10,0,0,6,0,,,,,,,5,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
73712,2,1,0,1,1,12,1,1,9,10,9,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73713,2,1,0,1,1,8,1,1,13,10,0,0,5,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
73715,2,1,0,1,1,7,1,1,10,10,0,0,5,0,,,,,,,1,,,,,,1,4,,,,0,0,0,0,0,1,0,0,1,0,2,3
73722,2,1,0,1,1,11,1,1,12,16,0,0,7,5,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,1,0,1,3
73724,2,1,0,1,1,12,1,1,9,14,9,30,6,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,0,1,0,2,3
73725,2,1,0,1,1,12,1,1,10,10,0,0,9,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,2
73732,2,1,0,1,1,12,1,1,9,10,10,30,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
73736,2,1,0,1,1,11,1,1,11,10,0,0,5,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,3
73738,2,1,0,1,1,12,1,1,12,18,12,30,4,1,,,,,,,1,,,,,,1,3,,,,0,0,0,0,0,1,0,0,1,0,1,3
73746,2,1,,1,1,2,1,1,13,16,13,19,11,4,,,,,,,1,,,,,,1,4,,,,4,0,1,0,0,1,0,0,3,0,,1
73749,2,1,0,1,1,4,1,1,15,11,15,20,6,1,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,1,1,1,1,1,1
73750,2,1,,1,1,2,1,1,13,17,13,19,6,1,,,,,,,5,,,,,,1,5,,,,,,2,0,0,1,1,1,1,1,1,3
73752,2,1,,1,1,3,1,1,13,17,13,23,6,1,,,,,,,1,,,,,,1,0,,,,,,0,0,0,2,1,0,3,0,,1
73754,2,1,0,1,1,3,1,1,11,11,0,0,3,5,,,,,,,5,,,,,,1,5,,,,,,3,0,0,1,0,1,1,1,0,1
73759,2,1,0,1,1,11,1,1,14,17,14,23,6,1,,,,,,,1,,,,,,2,,,,,,,,0,0,3,0,0,3,0,,1
73762,2,0,,1,1,9,1,1,14,18,14,20,5,1,,,,,,,1,,,,,,1,0,,,,,,1,0,0,3,1,1,3,1,,3
73763,2,1,0,1,1,6,1,1,12,15,13,50,7,1,5,5,1,1,3,,1,,,,0,0,1,2,,,,,,2,0,0,1,0,1,3,0,,1
73787,2,1,0,1,1,12,0,1,10,21,0,0,11,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,0,0,0,1,0,2,1
73788,2,1,0,1,1,12,1,1,10,10,10,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
73789,2,1,0,1,1,12,1,1,12,10,0,0,12,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73801,2,1,0,1,1,12,1,1,10,16,0,0,5,0,,,,,,,1,,,,,,1,1,1,1,0,,,0,0,0,1,0,0,1,0,2,3
73802,2,1,0,1,1,12,1,1,10,10,0,0,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
73803,2,1,0,1,1,12,1,1,8,10,0,0,6,0,,,,,,,1,,,,,,1,0,,,,,,0,0,0,1,0,0,1,0,2,1
73806,6,1,0,1,1,12,1,1,8,10,0,0,6,3,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,3
73879,2,1,0,1,1,0,1,1,12,19,12,45,6,2,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,1,0,1,0,1,1
74309,2,1,,1,1,5,1,1,12,18,13,30,4,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,3,0,,1
74386,2,1,,1,1,10,1,1,12,11,13,19,3,1,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,
74401,2,1,,1,1,12,1,1,12,17,12,20,4,1,5,5,1,4,3,,1,,,,1,1,1,4,,,,5,1,2,0,0,1,1,1,5,1,,5
74414,8,1,,1,1,1,1,1,13,16,13,30,8,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,0,0,1,1,,4
74418,2,1,,1,1,0,1,1,9,16,9,21,3,5,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,1,0,,2
74423,2,1,0,1,1,0,1,1,11,18,0,0,2,1,1,0,0,0,1,,1,,,,1,1,2,,,,,,,,0,0,1,0,0,0,1,,1
74427,3,1,0,1,1,11,1,1,11,16,0,0,4,1,,,,,,,1,,,,,,1,4,,,,2,0,2,0,0,1,0,0,1,0,1,1
74428,1,1,0,1,1,0,1,1,10,17,0,0,2,1,0,0,1,0,0,,1,,,,1,1,2,,,,,,,,0,0,1,0,0,7,1,,0
74453,1,1,0,1,1,1,1,1,11,19,11,50,4,2,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,0,0,1,1,2,3
74466,2,1,,1,1,0,1,1,9,10,9,20,3,2,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
74488,2,1,0,1,1,1,1,1,11,19,0,0,4,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
74508,2,1,,1,1,0,1,1,11,17,0,0,0,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,2,1,0,0,0,,1
74531,8,1,0,1,1,12,1,1,12,18,12,25,9,2,,,,,,,3,,,,,,0,,,,,,,,,,,,,,,,
74534,8,1,,1,1,1,1,1,14,18,14,20,8,1,,,,,,,1,,,,,,1,4,,,,4,0,0,0,0,1,0,0,1,1,,4
74558,1,1,,1,1,12,1,1,11,17,11,20,9,1,,,,,,,1,,,,,,1,4,,,,6,1,2,0,0,3,0,1,7,1,,1
74560,2,1,0,1,1,11,1,1,9,18,9,19,3,1,,,,,,,2,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,4,0,,2
74563,2,1,,1,1,1,1,1,8,10,0,0,5,3,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
74573,2,1,,1,1,0,1,1,10,19,10,32,3,1,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
74575,8,1,,1,1,4,1,1,14,18,14,20,9,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
74594,2,1,0,1,1,3,1,1,12,18,12,25,4,3,,,,,,,1,,,,,,1,4,,,,1,1,2,0,0,1,1,1,1,1,2,1
74631,2,1,0,1,1,0,1,1,16,16,16,25,7,2,,,,,,,1,,,,,,2,,,,,,,,0,0,3,0,0,2,0,,0
74673,2,1,,1,1,3,1,1,16,18,16,20,10,1,,,,,,,1,,,,,,1,4,,,,4,0,2,0,0,1,1,0,3,0,,3
74677,2,1,0,1,1,6,1,1,13,12,14,25,6,2,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
74678,2,1,0,1,1,6,1,0,13,18,0,0,19,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
74680,2,1,0,1,1,0,1,1,0,0,0,0,10,1,,,,,,,2,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
826167,2,1,0,1,1,9,1,1,10,15,0,0,13,1,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
826182,2,1,0,1,1,9,1,1,14,10,14,30,6,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
826207,10,1,0,1,1,8,1,1,13,15,14,21,9,1,,,,,,,2,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,3,0,,3
826208,10,0,,1,1,9,1,1,13,15,13,20,10,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
826209,11,1,0,1,1,0,0,1,14,15,14,30,9,1,,,,,,,1,,,,,,1,0,,,,,,0,0,0,1,0,0,3,0,,2
826210,2,1,,1,1,5,1,1,12,10,13,30,10,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
826212,12,1,,1,1,11,1,1,13,10,0,0,9,1,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
826236,2,1,0,1,1,0,1,1,11,15,11,19,6,4,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
826237,2,1,,1,1,12,1,1,12,17,12,20,5,1,,,,,,,3,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,1,1,,1
826239,2,1,0,1,1,12,1,1,11,17,11,19,8,1,,,,,,,1,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
826380,2,1,,1,1,2,1,1,12,15,0,0,9,1,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
826396,2,1,0,1,1,0,1,1,13,16,13,20,6,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,3,1,,1
826407,2,1,,1,1,9,1,1,10,11,10,22,7,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
826429,2,1,,1,1,10,1,1,12,11,0,0,6,3,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
827048,2,1,,1,1,0,0,1,15,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,0,1,5,,,,,,2,0,0,1,0,0,5,0,,2
831152,2,1,,1,1,12,1,1,11,17,11,20,7,4,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
831230,2,1,,1,1,5,1,1,12,14,0,20,4,2,,,,,,,2,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
831433,9,1,,1,1,0,1,1,8,10,9,20,6,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
831616,2,1,,1,1,0,0,1,11,17,12,19,4,2,,,,,,,1,,,,,,1,1,0,0,0,,,3,0,0,0,0,0,0,0,,0
831617,2,1,0,1,1,11,1,1,14,13,14,28,12,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,7,0,,1
831618,2,1,0,1,1,0,1,1,14,17,15,35,5,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,1,0,3,1,,3
831620,2,1,0,1,1,10,1,1,14,18,14,30,19,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,1,0,,4
831674,2,1,,1,1,10,1,1,11,11,0,0,6,5,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
831823,2,1,,1,1,0,1,1,10,17,0,0,6,1,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
831926,2,1,,1,1,11,1,1,12,19,0,0,3,2,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
831999,11,1,0,1,1,5,0,1,5,219,0,0,4,1,,,,,,,1,,,,,,1,3,,,,1,1,2,0,0,1,1,1,5,1,,6
832000,7,1,0,1,1,5,0,1,4,211,2,0,5,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,1,0,0,3
832078,2,1,,1,1,0,1,1,12,15,0,0,6,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
832097,2,1,,1,1,10,1,1,11,18,11,21,6,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
832274,2,1,,1,1,0,1,1,11,11,0,0,8,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
832610,8,1,0,1,1,12,1,1,12,17,12,20,7,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,1,1,1,1,,3
832838,2,1,0,1,1,4,1,1,9,18,8,19,11,2,0,0,0,0,0,,1,,,,0,0,1,4,,,,0,0,0,0,0,1,0,0,1,0,1,3
832909,2,1,0,1,1,7,1,1,10,17,0,0,14,3,,,,,,,1,,,,,,1,5,,,,,,2,0,0,3,1,1,3,0,,1
833379,2,1,0,1,1,12,1,1,11,17,11,20,9,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
834058,2,1,,1,1,12,1,1,16,17,16,20,8,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,2,0,0,7,0,,1
834083,2,1,0,1,1,0,0,1,12,15,12,25,5,1,0,0,0,0,0,,1,,,,0,0,1,2,,,,,,2,0,0,1,0,0,4,1,,1
834120,2,1,,1,1,9,1,1,13,17,0,0,6,3,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
834153,2,1,,1,1,12,1,1,12,16,12,20,14,1,6,4,1,1,1,,1,,,,1,0,3,,,,,,,,,,,,,,,,
834161,8,1,,1,1,12,1,1,12,17,12,19,6,1,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,0,0,5,0,,1
834163,2,1,0,1,1,2,1,1,9,19,0,0,4,1,,,,,,,1,,,,,,1,1,1,1,1,,,0,0,0,1,0,0,2,1,,7
834167,2,1,,1,1,10,1,1,14,11,14,31,5,2,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,4,1,,1
834202,2,1,0,1,1,8,1,1,13,16,13,21,8,1,6,6,1,5,1,,1,,,,0,1,4,,,,,,,,,,,,,,,,
834219,2,1,0,1,1,12,1,1,13,14,14,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
834226,2,1,0,1,1,12,1,1,11,14,11,30,4,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,0,1,0,2,3
834229,2,1,0,1,1,12,1,1,11,10,0,0,8,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
834238,2,1,0,1,1,12,1,1,9,10,0,0,6,0,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,1
834246,2,1,,1,1,5,1,1,10,13,10,30,5,1,,,,,,,1,,,,,,1,4,,,,0,0,2,0,0,1,0,0,1,1,,2
834251,2,1,0,1,1,12,1,1,8,14,0,0,11,0,,,,,,,0,,,,,,1,0,,,,,,0,0,0,1,0,0,1,0,2,1
834255,2,1,0,1,1,12,1,1,13,10,0,0,7,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
834258,2,1,0,1,1,12,1,1,9,14,9,30,6,2,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,1,1,2,2
834259,2,1,0,1,1,12,1,1,11,10,0,0,8,0,,,,,,,1,,,,,,1,4,,,,0,0,0,0,0,1,0,0,1,0,2,1
834260,2,1,0,1,1,12,1,1,12,10,12,30,9,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
834261,4,1,,1,1,10,1,1,14,10,14,25,14,1,,,,,,,2,,,,,,1,0,,,,,,0,0,0,1,0,0,5,0,,0
834277,2,1,0,1,1,12,1,1,11,14,11,30,10,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
834278,2,1,0,1,1,12,1,1,13,14,13,30,6,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
834280,2,1,0,1,1,12,1,1,11,14,11,30,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
834287,2,1,0,1,1,12,1,1,10,18,12,50,8,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,1,1,2,3
834289,2,1,0,1,1,12,1,1,10,14,10,30,9,5,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,1,1,2,2
834300,2,1,,1,1,12,1,1,14,0,0,0,5,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
834301,2,1,0,1,1,12,1,1,11,14,11,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
834313,2,1,0,1,1,12,0,1,9,13,9,20,4,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,1,1,1,1,,2
834323,2,1,,1,1,8,1,1,10,19,12,20,3,1,,,,,,,1,,,,,,1,1,1,1,1,,,0,0,0,1,0,0,3,0,,1
